,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
87,1,217652,0.267,0.815,0.626,1.31e-05,6,0.275,-5.1389999999999985,1,0.103,109.989,4,0.5710000000000001
88,1,199095,0.398,0.7509999999999999,0.579,2.28e-05,2,0.133,-4.0360000000000005,1,0.0321,105.031,4,0.349
89,0,185743,0.0749,0.736,0.906,0.000123,4,0.12,-1.49,0,0.0566,93.013,4,0.611
90,0,166253,0.00245,0.695,0.818,3.36e-06,6,0.305,-5.532,0,0.0482,102.976,4,0.599
91,0,234373,0.00323,0.5429999999999999,0.847,0.0,9,0.0551,-3.574,1,0.0659,92.046,4,0.65
92,0,193846,0.271,0.841,0.841,2.6e-05,9,0.108,-4.288,1,0.0633,104.01,4,0.823
93,0,208800,0.425,0.777,0.546,0.0,7,0.0809,-9.504,1,0.207,147.173,4,0.952
94,1,211437,0.102,0.84,0.789,0.0,1,0.309,-4.695,0,0.0949,92.018,4,0.619
95,1,202853,0.181,0.831,0.713,0.0,1,0.0572,-3.646,0,0.094,132.109,4,0.69
96,0,198386,0.0797,0.825,0.481,0.0,2,0.239,-8.6,1,0.0396,121.046,4,0.7609999999999999
97,0,224413,0.235,0.682,0.7509999999999999,0.0,8,0.11,-5.812,0,0.0675,129.937,4,0.708
98,0,218448,0.006940000000000001,0.799,0.616,0.00237,5,0.28300000000000003,-4.599,0,0.0415,127.023,4,0.6970000000000001
99,0,176702,0.196,0.921,0.965,0.000201,1,0.32299999999999995,-1.396,1,0.17800000000000002,120.902,4,0.507
100,0,133120,0.108,0.703,0.617,5.6100000000000015e-05,7,0.271,-8.732000000000001,1,0.0731,123.159,4,0.435
101,1,201526,0.165,0.792,0.895,0.0,1,0.0501,-3.112,0,0.0589,94.968,4,0.794
102,1,216689,0.0983,0.596,0.557,0.0,1,0.0565,-7.522,0,0.134,133.247,5,0.6609999999999999
103,0,226183,0.0705,0.746,0.738,0.0,9,0.043,-3.67,1,0.207,94.808,4,0.63
104,0,215003,0.0079,0.493,0.825,0.0,8,0.129,-4.056,1,0.0798,99.866,4,0.621
105,0,175239,0.0429,0.836,0.725,0.0,7,0.108,-5.445,0,0.0571,126.035,4,0.76
106,0,161093,0.00436,0.701,0.779,0.0,11,0.121,-4.657,0,0.0647,119.974,4,0.451
107,0,182224,0.149,0.871,0.563,0.0,10,0.0568,-8.329,0,0.0795,91.998,4,0.62
108,0,215421,0.0507,0.65,0.8009999999999999,0.0,7,0.0645,-5.407,0,0.0723,166.16,4,0.74
109,0,196018,0.265,0.784,0.4370000000000001,6.979999999999999e-05,5,0.126,-7.8679999999999986,1,0.0509,90.00299999999999,4,0.47
110,0,204453,0.133,0.494,0.7290000000000001,0.0,2,0.14300000000000002,-4.934,1,0.161,78.833,4,0.421
111,0,229038,0.0199,0.561,0.58,0.0,5,0.0619,-5.612,1,0.0414,84.98,4,0.294
112,0,191906,0.369,0.483,0.685,0.0,10,0.0817,-3.232,0,0.174,185.502,4,0.546
113,0,237860,0.0762,0.62,0.823,3.13e-05,5,0.112,-2.436,1,0.0567,175.921,4,0.404
114,1,217288,0.0185,0.7040000000000001,0.8590000000000001,0.0,5,0.0215,-4.877,0,0.0996,105.115,4,0.926
115,0,202574,0.586,0.633,0.765,6.890000000000001e-05,1,0.0966,-5.732,1,0.0474,100.934,4,0.489
116,0,167823,0.569,0.853,0.7140000000000001,0.0101,7,0.0716,-6.1770000000000005,1,0.0767,92.375,4,0.836
117,0,241135,0.0652,0.8,0.8370000000000001,4.52e-05,7,0.0699,-4.488,1,0.099,105.026,4,0.813
118,0,194011,0.118,0.743,0.7929999999999999,6.07e-05,2,0.227,-5.032,0,0.0546,109.921,4,0.434
119,1,236133,0.00249,0.6459999999999999,0.77,0.0,2,0.0715,-6.596,0,0.226,99.165,4,0.6809999999999999
120,1,267266,0.202,0.8909999999999999,0.7140000000000001,0.000234,4,0.0521,-6.055,0,0.14,100.972,4,0.818
121,0,241933,0.159,0.745,0.6659999999999999,0.0,9,0.302,-5.899,1,0.0566,129.995,4,0.708
122,0,198813,0.0279,0.774,0.847,0.0183,5,0.241,-3.925,0,0.121,143.011,4,0.923
123,0,300026,0.342,0.672,0.8320000000000001,0.0004280000000000001,11,0.242,-2.388,0,0.342,117.298,4,0.5489999999999999
124,1,250373,0.0183,0.894,0.7909999999999999,0.0,2,0.0388,-4.699,1,0.112,105.018,4,0.583
125,1,338853,0.071,0.375,0.862,0.0,11,0.211,-3.363,0,0.255,159.841,4,0.478
126,1,218093,0.284,0.778,0.8240000000000001,0.0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999
127,1,216666,0.217,0.675,0.885,0.0,1,0.086,-4.432,0,0.0436,97.03,4,0.768
128,1,239600,0.145,0.733,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.965
129,1,246026,0.132,0.775,0.7190000000000001,1.79e-06,7,0.0662,-6.2120000000000015,0,0.0435,117.513,4,0.7120000000000001
130,1,202533,0.0653,0.421,0.873,0.0,10,0.123,-4.343,1,0.0565,84.803,4,0.63
131,1,269560,0.922,0.422,0.264,0.0,8,0.132,-7.064,1,0.0322,119.93,4,0.331
132,1,259933,0.154,0.468,0.64,0.0,0,0.154,-5.862,1,0.0275,79.297,4,0.499
133,1,231240,0.00882,0.613,0.622,0.0,1,0.37,-5.794,0,0.0334,80.003,4,0.484
134,0,245960,0.235,0.435,0.92,0.000353,4,0.552,-1.357,0,0.201,188.899,4,0.45
135,1,188960,0.00165,0.662,0.741,0.0303,0,0.114,-5.4060000000000015,1,0.0334,131.0,4,0.404
136,1,235213,0.103,0.728,0.974,0.000532,4,0.175,-2.261,0,0.0665,79.52600000000002,4,0.965
137,0,199693,0.0746,0.755,0.8320000000000001,1.27e-06,2,0.29100000000000004,-2.741,0,0.116,120.032,4,0.735
138,0,223933,0.0439,0.764,0.6940000000000001,3.67e-06,11,0.18,-5.745,0,0.189,146.075,4,0.581
139,1,242733,0.0584,0.967,0.583,0.0,7,0.0519,-5.562,0,0.0789,117.0,4,0.964
140,0,252160,0.14300000000000002,0.659,0.696,0.0,3,0.13,-4.291,1,0.071,86.001,4,0.665
141,1,261426,0.173,0.63,0.698,0.0,10,0.0789,-4.51,1,0.0244,94.023,4,0.529
142,0,237120,0.0142,0.8240000000000001,0.743,2.12e-05,2,0.237,-5.995,1,0.141,127.046,4,0.804
143,1,200400,0.031,0.61,0.926,0.0012,8,0.0821,-4.843,0,0.0479,172.638,4,0.861
144,1,244506,0.0572,0.585,0.7759999999999999,7.74e-06,5,0.3,-5.898,1,0.0459,77.987,4,0.4270000000000001
145,1,256733,0.235,0.6559999999999999,0.578,0.0,7,0.118,-8.97,0,0.0922,94.514,4,0.556
146,1,238560,0.578,0.457,0.573,3.05e-06,5,0.114,-3.866,0,0.0275,76.193,4,0.0992
147,0,203306,0.00611,0.701,0.7,0.0,7,0.0295,-4.934,1,0.0876,122.035,4,0.625
148,1,204160,0.0295,0.581,0.963,0.0,11,0.139,-4.087,1,0.0981,129.99200000000002,4,0.7879999999999999
149,0,198053,0.00761,0.7290000000000001,0.7709999999999999,0.0,4,0.087,-2.451,1,0.0725,125.011,4,0.873
150,1,253813,0.03,0.649,0.552,6.47e-06,1,0.111,-5.419,0,0.0292,89.969,4,0.158
151,0,204000,6.790000000000001e-05,0.487,0.9,0.0,0,0.358,-4.417,1,0.0482,149.937,4,0.484
152,1,224400,0.073,0.7240000000000001,0.695,0.0,11,0.0889,-5.226,1,0.0622,139.0,4,0.235
153,1,252306,0.192,0.6709999999999999,0.939,0.0,8,0.298,-3.2060000000000004,1,0.161,129.023,4,0.529
154,0,193213,0.0383,0.426,0.584,0.0,1,0.188,-5.292999999999998,1,0.29600000000000004,193.437,4,0.272
155,1,262466,0.188,0.638,0.6559999999999999,0.0,5,0.146,-5.886,1,0.0357,104.036,4,0.225
156,0,242013,0.00727,0.8140000000000001,0.899,0.219,1,0.0979,-5.957999999999998,1,0.0637,119.011,4,0.545
157,1,258826,0.0208,0.583,0.7859999999999999,0.0,2,0.188,-3.142,0,0.0301,123.052,4,0.573
158,1,270506,0.142,0.843,0.805,0.0,4,0.0771,-5.9460000000000015,0,0.269,94.946,4,0.615
159,0,211920,0.00498,0.711,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.8009999999999999
160,0,254040,0.0533,0.524,0.904,0.0,8,0.7759999999999999,-2.071,1,0.398,161.188,4,0.655
161,1,211160,0.3,0.7509999999999999,0.8340000000000001,1.77e-05,1,0.355,-5.444,0,0.0437,95.053,4,0.894
162,1,288333,0.575,0.624,0.653,0.0,8,0.104,-6.582000000000002,0,0.17600000000000002,73.884,4,0.565
163,1,248413,0.0426,0.794,0.8109999999999999,1.07e-06,6,0.101,-8.966000000000003,0,0.038,116.047,4,0.862
164,1,249533,0.0161,0.68,0.687,0.0,9,0.261,-6.162000000000001,0,0.0709,150.053,4,0.467
165,1,203786,0.042,0.944,0.511,0.00107,5,0.0379,-10.96,0,0.161,113.046,4,0.8420000000000001
166,1,259333,0.00577,0.706,0.8009999999999999,0.0,5,0.0822,-6.332999999999998,1,0.0399,100.013,4,0.63
167,1,221360,0.407,0.53,0.422,0.0,5,0.107,-6.2620000000000005,1,0.0342,119.964,4,0.349
168,0,215160,0.000304,0.535,0.8859999999999999,2.26e-06,11,0.257,-3.1060000000000003,1,0.045,126.012,4,0.445
169,1,196160,0.236,0.7929999999999999,0.8320000000000001,1.12e-05,1,0.202,-4.862,0,0.0406,107.661,4,0.872
170,0,244826,0.0825,0.655,0.488,1.16e-06,1,0.221,-9.17,1,0.22,91.025,4,0.7909999999999999
171,0,192426,0.0407,0.636,0.873,1.27e-06,0,0.0372,-4.672,0,0.071,165.071,4,0.908
172,1,223440,0.257,0.662,0.507,0.0,5,0.0465,-8.238,1,0.118,86.412,4,0.6759999999999999
173,1,203346,0.00172,0.542,0.905,0.0104,9,0.136,-5.653,1,0.054000000000000006,153.398,4,0.374
174,0,221920,0.0411,0.555,0.923,0.0,0,0.112,-5.908,1,0.0482,116.012,4,0.682
175,0,236373,0.0204,0.591,0.6990000000000001,0.0,8,0.0614,-5.221,1,0.0449,116.029,4,0.733
176,0,252853,0.0328,0.396,0.629,0.0,9,0.183,-4.78,1,0.0287,173.794,4,0.358
177,0,216600,0.0007379999999999999,0.56,0.959,0.000206,7,0.209,-2.4330000000000003,1,0.102,163.983,4,0.67
178,1,210200,0.263,0.653,0.609,0.00101,11,0.233,-7.519,0,0.037000000000000005,95.982,3,0.482
179,1,230760,0.005520000000000001,0.276,0.715,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,0.173
180,1,262533,0.269,0.64,0.743,0.0,10,0.101,-4.08,1,0.0379,122.035,4,0.361
181,0,218520,0.255,0.63,0.894,0.0,10,0.181,-4.592,1,0.0544,142.05100000000004,4,0.364
182,1,199946,0.271,0.519,0.7490000000000001,0.0,6,0.119,-3.318,0,0.0405,147.905,4,0.29
183,0,298853,0.107,0.64,0.889,0.0,2,0.339,-3.073,1,0.322,99.931,4,0.436
184,0,224946,0.0251,0.815,0.8079999999999999,5.37e-06,6,0.12,-4.614,1,0.0511,110.063,4,0.746
185,1,228706,0.603,0.609,0.445,6.77e-06,7,0.104,-9.129,1,0.106,118.393,3,0.166
186,0,209360,0.0392,0.551,0.696,0.0,2,0.127,-6.192,1,0.0265,112.024,4,0.354
187,1,241853,0.0187,0.338,0.8029999999999999,0.0,8,0.136,-5.412000000000001,0,0.0413,151.994,4,0.4
188,0,221626,0.388,0.517,0.598,2.22e-06,6,0.183,-3.751,0,0.263,96.933,4,0.922
189,1,219493,0.254,0.583,0.584,0.0,5,0.123,-5.362,0,0.0314,140.039,4,0.136
190,0,191666,0.00127,0.8059999999999999,0.902,0.0,11,0.212,-3.387,0,0.0475,128.94299999999998,4,0.961
191,1,175093,0.006659999999999999,0.494,0.939,0.0,1,0.139,-3.127,1,0.126,177.75099999999995,4,0.893
192,0,217760,0.007909999999999999,0.423,0.862,0.0,0,0.133,-5.13,0,0.0695,154.746,4,0.462
193,0,234000,0.126,0.871,0.597,0.000115,5,0.0638,-4.932,0,0.0464,125.999,4,0.635
194,1,234173,0.512,0.584,0.7,2.43e-05,6,0.13,-4.251,1,0.0506,163.953,4,0.5489999999999999
195,0,204853,0.017,0.423,0.922,0.0,3,0.102,-2.602,1,0.0411,156.063,4,0.5670000000000001
196,0,206520,0.0016600000000000002,0.423,0.94,0.0,1,0.17800000000000002,-4.012,0,0.0635,149.934,4,0.505
197,1,249626,0.0206,0.647,0.7290000000000001,0.0489,5,0.134,-6.251,1,0.0236,94.01,4,0.687
198,0,222000,0.327,0.521,0.431,0.0,0,0.0986,-9.74,1,0.0293,106.546,4,0.181
199,0,251160,0.324,0.65,0.879,0.0,8,0.376,-3.176,1,0.0328,105.015,4,0.899
200,0,275253,0.439,0.82,0.7170000000000001,0.00107,8,0.236,-6.191,1,0.0722,104.005,4,0.843
201,0,207466,0.211,0.7559999999999999,0.8,0.000723,5,0.047,-5.158,1,0.0329,118.921,4,0.967
202,0,216706,0.0838,0.7509999999999999,0.731,0.0,6,0.0556,-4.419,0,0.0308,97.007,4,0.973
203,0,215493,0.0893,0.7190000000000001,0.809,0.0,1,0.183,-10.201,1,0.0511,100.839,4,0.964
204,0,267000,0.254,0.8109999999999999,0.88,0.00146,8,0.0475,-2.972,1,0.0628,124.12,4,0.915
205,0,243413,0.0426,0.723,0.777,3.68e-06,7,0.0451,-3.503,1,0.108,91.017,4,0.961
206,0,198786,0.078,0.6990000000000001,0.917,0.0,0,0.065,-4.897,1,0.115,130.04,4,0.889
207,0,252933,0.141,0.782,0.8740000000000001,0.0584,2,0.112,-7.157,1,0.0474,123.179,4,0.8590000000000001
208,0,232880,0.622,0.585,0.977,0.0,1,0.328,-3.57,1,0.0615,138.264,4,0.8009999999999999
209,0,199316,0.833,0.7440000000000001,0.601,0.0242,10,0.131,-5.2410000000000005,1,0.0349,143.542,4,0.905
210,0,277600,0.0306,0.5660000000000001,0.911,0.0247,4,0.0574,-9.458,0,0.0791,193.538,4,0.638
211,0,164120,0.455,0.5479999999999999,0.688,0.0,7,0.07200000000000001,-6.053,1,0.0372,179.842,4,0.813
212,1,218093,0.284,0.778,0.8240000000000001,0.0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999
213,1,189440,0.0179,0.774,0.687,1.17e-05,11,0.128,-4.8180000000000005,0,0.0584,104.959,4,0.308
214,1,254720,0.419,0.8029999999999999,0.56,0.0,1,0.0608,-6.912000000000001,0,0.0398,133.679,4,0.77
215,0,239400,0.135,0.82,0.937,0.000128,5,0.35,-4.81,0,0.0551,130.993,4,0.906
216,0,272546,0.743,0.696,0.728,0.0537,7,0.0835,-6.937,1,0.034,124.092,4,0.963
217,1,228200,0.208,0.659,0.802,0.0,2,0.123,-4.79,1,0.14800000000000002,177.93599999999995,4,0.863
218,0,203173,0.414,0.6709999999999999,0.884,0.00015,6,0.0701,-9.267,0,0.0586,119.574,4,0.933
219,0,443480,0.779,0.5820000000000001,0.61,6.54e-06,11,0.267,-6.641,0,0.103,93.658,4,0.826
220,1,192600,0.332,0.857,0.8009999999999999,1.2e-06,0,0.0789,-6.499,1,0.0618,96.009,4,0.753
221,0,162213,0.337,0.816,0.416,0.7909999999999999,5,0.0452,-17.795,0,0.244,90.148,4,0.8170000000000001
222,0,212893,0.00487,0.542,0.7140000000000001,0.298,2,0.334,-8.045,1,0.028,124.26,4,0.76
223,0,249506,0.422,0.927,0.721,4.36e-05,8,0.0422,-12.561,1,0.0908,103.018,4,0.965
224,0,172733,0.0699,0.348,0.7509999999999999,0.0007379999999999999,0,0.208,-12.823,1,0.0494,156.509,4,0.8859999999999999
225,0,319560,0.318,0.522,0.526,0.0,2,0.116,-6.3610000000000015,1,0.0259,90.02,4,0.43
226,0,262160,0.0485,0.779,0.631,0.00316,2,0.0349,-5.314,1,0.115,97.927,4,0.6629999999999999
227,0,212000,0.0854,0.748,0.835,1.97e-06,7,0.0365,-5.731,1,0.0351,142.942,4,0.8959999999999999
228,1,343413,0.199,0.648,0.846,4.23e-06,0,0.0803,-6.731,1,0.0424,160.075,4,0.815
229,0,238680,0.0151,0.815,0.757,5.260000000000001e-05,2,0.187,-5.351,1,0.165,127.052,4,0.8109999999999999
230,1,243160,0.00411,0.425,0.954,0.0,1,0.0555,-3.756,0,0.0476,178.043,4,0.933
231,0,378373,0.112,0.5589999999999999,0.73,0.00267,10,0.263,-8.461,0,0.0639,106.806,4,0.778
232,0,351400,0.652,0.555,0.331,1.16e-05,9,0.235,-17.718,0,0.27,170.60299999999995,3,0.4370000000000001
233,0,408440,0.445,0.301,0.335,0.00181,0,0.7509999999999999,-8.564,1,0.0303,176.59099999999995,4,0.386
234,0,181960,0.701,0.7070000000000001,0.408,0.0,5,0.105,-12.776,0,0.0366,126.399,4,0.843
235,0,159466,0.491,0.66,0.504,2.65e-05,0,0.15,-13.087,0,0.0496,88.95299999999997,4,0.914
236,0,622520,0.422,0.489,0.679,6.92e-06,7,0.13,-4.899,0,0.0326,95.813,4,0.6579999999999999
237,0,257213,0.83,0.507,0.423,0.00916,2,0.0973,-14.187,0,0.0332,82.809,4,0.701
238,0,208866,0.259,0.613,0.489,0.0,11,0.0696,-13.509,0,0.0503,145.278,4,0.898
239,0,325506,0.888,0.66,0.124,0.0007639999999999999,5,0.111,-19.2,0,0.0496,129.91899999999998,4,0.362
240,0,263306,0.0102,0.5429999999999999,0.903,0.00585,11,0.0862,-6.658,0,0.039,162.241,4,0.962
241,0,301426,0.59,0.691,0.805,0.0,2,0.0975,-6.81,0,0.0947,142.503,3,0.866
